Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW	15.3437
Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW	12.1896
	
	
	
HDFC Corporate Bond Fund - Growth Option	33.3878
HDFC Corporate Bond Fund - Growth Option - Direct Plan	34.1536
HDFC Corporate Bond Fund - IDCW Option	20.2119
HDFC Corporate Bond Fund - IDCW Option - Direct Plan	20.9269
HDFC Corporate Bond Fund - Quarterly IDCW Option	10.6099
HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan	10.5105
	
	
	
HSBC Corporate Bond Fund - Direct Annual IDCW	12.3503
HSBC Corporate Bond Fund - Direct Growth	80.2889
HSBC Corporate Bond Fund - Direct Quarterly IDCW	11.5559
HSBC Corporate Bond Fund - Direct Semi Annual IDCW	20.1827
HSBC Corporate Bond Fund - Regular Annual IDCW	12.0722
HSBC Corporate Bond Fund - Regular Growth	75.2942
HSBC Corporate Bond Fund - Regular Quarterly IDCW	11.1403
HSBC Corporate Bond Fund - Regular Semi Annual IDCW	16.8575
HSBC Corporate Bond Fund -Regular Plan - Bonus	28.6007
	
	
	
ICICI Prudential Corporate Bond Fund - Bonus	14.9782
ICICI Prudential Corporate Bond Fund - Daily IDCW	10.1065
ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW	10.1008
ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW	12.1669
ICICI Prudential Corporate Bond Fund - Direct Plan - Growth	32.2131
ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option	12.8827
ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW	10.2218
ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW	15.6443
ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW	10.2332
ICICI Prudential Corporate Bond Fund - Fortnightly IDCW	10.2243
ICICI Prudential Corporate Bond Fund - Growth	30.7245
ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option	12.6555
ICICI Prudential Corporate Bond Fund - Monthly IDCW	10.3762
ICICI Prudential Corporate Bond Fund - Premium Daily Dividend	10.0277
ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend	10.0770
ICICI Prudential Corporate Bond Fund - Weekly IDCW	10.3040
ICICI Prudential Corporate Bond Fund -Quarterly IDCW	11.3052
ICICI Prudential Corporate Bond Fund Retail Daily Dividend	10.0275
ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend	10.3041
ICICI Prudential Corporate Bond Fund Retail Growth	22.7853
ICICI Prudential Corporate Bond Fund Retail Monthly Dividend	10.3008
ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend	10.9335
ICICI Prudential Corporate Bond Fund Retail Weekly Dividend	10.2202
	
	
	
Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment)	1291.8218
Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	3508.0327
Invesco India Corporate Bond Fund - Direct Plan - Growth	3506.913
Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1255.1854
Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment)	1178.9776
Invesco India Corporate Bond Fund - Regular Plan - Annual IDCW (Payout / Reinvestment)	2017.7045
Invesco India Corporate Bond Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment)	3432.0488
Invesco India Corporate Bond Fund - Regular Plan - Growth	3267.0302
Invesco India Corporate Bond Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment)	1872.5527
Invesco India Corporate Bond Fund - Regular Plan - Quarterly IDCW (Payout / Reinvestment)	1172.9078
	
	
	
Kotak Coporate Bond Fund- Retail Plan-Growth Option	2034.9063
Kotak Corporate Bond Fund- Direct Plan- Growth Option	4059.743
Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option	1074.3437
Kotak Corporate Bond Fund- Institutional Plan-Growth Option	2090.4924
Kotak Corporate Bond Fund- Regular Plan-Growth Option	3882.6275
Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option	1264.8104
Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option	1066.6837
Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option	1040.0538
Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option	1052.3061
Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option	1052.6393
Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option	1052.7994
Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option	1202.9939
	
	
	
Mirae Asset Corporate Bond Fund Direct Growth Plan	13.3728
Mirae Asset Corporate Bond Fund Direct IDCW	13.3696
Mirae Asset Corporate Bond Fund Regular Growth	13.0987
Mirae Asset Corporate Bond Fund Regular IDCW	13.0987
	
	
	
NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option	17.0884
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option	17.0896
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option	20.5451
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option	11.7827
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option	12.3025
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option	17.0959
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus	46.2907
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option	64.8370
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option	44.0555
Nippon India Corporate Bond Fund - Growth Plan - Growth Option	61.6856
NIPPON INDIA CORPORATE BOND FUND - IDCW Option	19.7624
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option	11.6511
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option	12.1377
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option	17.0959
	
	
	
PGIM India Corporate Bond Fund - Annual Dividend	10.7757
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend	16.6008
PGIM India Corporate Bond Fund - Direct Plan - Growth	49.5301
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend	14.9567
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend	13.2163
PGIM India Corporate Bond Fund - Growth	44.3248
PGIM India Corporate Bond Fund - Monthly Dividend	12.8333
